"","Y","avg_ADX","avg_aroon","avg_BBands","avg_CCI","avg_chaikinVolatility","avg_CLV","avg_CMOClose","avg_CTI","avg_DonchianChannel","avg_DPOClose","avg_DVIClose","avg_GMMAClose","avg_KSTClose","avg_lags","avg_MACD","avg_PBandsClose","avg_ROCClose","avg_momentumClose","avg_RSIClose","avg_runSum","avg_runMin","avg_runMax","avg_runMedian","avg_SAR","avg_SMAClose","avg_EMAClose","avg_DEMAClose","avg_SNR","avg_SMI","avg_TDI","avg_TRIX","avg_ultimateOscillator","avg_VHF","avg_volatility","avg_williamsAD","avg_WPR","avg_ZigZag"
"14","1",33.2160954454037,49.584487534626,1511.51164981367,8.32109992086469,0.0669785670302775,0.0968752868844589,5.35632067563584,0.949092953991627,1513.15169061634,-0.0134765408529158,0.509763443696962,1512.43922501048,0.150677189931423,1512.66805228532,0.00442417305557259,1512.47961924342,2.55453016831932e-06,0.00386859418282569,53.1022063798945,15125.2245723684,1512.00960526316,1513.03131838643,1512.52586608379,1512.5417008787,1512.52245723684,1512.51972512948,1512.5561590689,4.68057042232727,7.78686233567675,-0.360350588642655,0.000719440826284221,52.2320680869275,0.442205606681613,0.00205044601107709,17.5837128353695,0.474350213554383,1479.72098662668
"15","1",33.8285259388621,47.7777777777778,1518.32712218279,15.5652246105712,0.0676123953966928,0.0484081940169472,4.78634922273798,0.947290894703181,1519.98112752927,-0.0120343749987563,0.470908289241623,1519.27535888038,0.220462208484243,1519.58965304081,0.00730689002768779,1519.31019001736,1.28601052742841e-05,0.0195052083333337,53.4491918809543,15193.9636024305,1518.91235763889,1519.89915277778,1519.38513411458,1519.35538805806,1519.39636024305,1519.3988290803,1519.47779036418,5.41411519704291,8.39492737376389,0.142188802083243,0.00092055762034181,53.6066940526892,0.466462359170606,0.00184180922552494,24.2440065627719,0.46584696164452,1478.57637872853
"16","0",33.1579285950021,59.6260387811634,1525.72742359674,22.4268235895087,0.0743944556030013,0.0887240952148716,12.9584434784999,0.945748745381399,1527.21852493075,0.000659885736877942,0.505025722200237,1526.55692394285,0.198509399360743,1526.80746104571,0.00591207828301898,1526.63626839508,1.07995510439463e-06,0.00164473684210589,56.2744262781362,15266.8566784972,1526.24244286704,1527.13876644737,1526.68130453601,1526.72403495484,1526.68566784972,1526.6810742131,1526.72242673797,6.03967375271603,14.7648258529686,2.05312326869799,0.0012035974120585,52.3512726748732,0.490470020812692,0.00148808405317747,31.69463475366,0.438107545336976,1477.43177083037
"17","0",30.8433050136452,49.6675900277008,1524.51981409728,3.21649754921493,0.0894945848154865,-0.0225607298598407,4.49598295923499,0.949536780485347,1526.11319338643,-0.00425251038304875,0.510614254935585,1525.45100204795,0.0956054705401188,1525.63572022161,0.00247791166474646,1525.47710682132,1.92115020666981e-06,0.00293022853185583,52.1071641574623,15254.9346078601,1524.99679189751,1526.00015495152,1525.48606561634,1525.51397594358,1525.49346078601,1525.49292231408,1525.51112215893,4.06165209234557,3.98140213413136,-1.34316179016618,0.000397141220751713,50.4788420637598,0.441719019562829,0.00185213433284414,28.8046122467364,0.479197036540582,1476.28569736512
"18","0",28.4462889478388,45.6509695290859,1528.06020341493,4.73874471040073,0.0786564008785757,0.136991119257729,1.24240455045867,0.914579001258278,1529.97454813019,0.0157608206420712,0.502686540913688,1529.28025044787,-0.00369009939499128,1529.42061114958,9.00793342704442e-05,1529.26508535318,1.4539320455669e-06,0.0022169321329653,50.6864769058696,15292.7089032202,1528.65173130194,1529.85622662742,1529.28438192521,1529.19601237607,1529.27089032202,1529.27596427324,1529.28501239513,5.14656200831644,4.10775739554237,-2.16853531855954,-0.000111828473882451,53.8668442315321,0.456587837870102,0.00223555858572774,33.1113305639119,0.465188411623326,1475.13962389988
"19","0",24.8657720550109,37.6731301939058,1514.41626053397,-30.7101072853866,0.0645672202366087,-0.0359297935397461,-12.7833292684201,0.953325141107617,1517.07966066482,0.0667781336606725,0.514641867827463,1516.33643334982,-0.630653888442667,1516.00094182825,-0.0198002381830147,1516.20156349549,-2.64841716772983e-05,-0.040125519390581,42.9668911104387,15159.9080955678,1515.08935509003,1516.84519477147,1516.01325051939,1516.05001378146,1515.99080955678,1515.99250573805,1515.8034977284,5.48877597418882,-16.7710660350081,-11.9951735630195,-0.00285002468080419,45.6438692663786,0.478478805768261,0.00353512479920418,19.4424758201458,0.570543484628016,1473.99355043463
"20","1",35.2615162470108,48.3518005540166,1512.24967337051,4.57340546152307,0.0982148523305691,0.0222774783380943,3.66259314522316,0.920146416602378,1514.27571762465,-0.00636902700611184,0.534148968913512,1513.40395038341,0.336293228173455,1513.78856388504,0.0102122991195956,1513.45832336391,1.19803190354725e-05,0.0181094182825489,53.5097481662158,15135.6931371191,1512.96652354571,1514.17538348338,1513.5684630367,1513.59205384586,1513.56931371191,1513.56744533619,1513.66692265576,5.88693284734495,9.70940973715665,1.79224117035994,0.00131033324622397,50.7895151453052,0.463260936957141,0.00225988635100254,17.3438322952114,0.486172382879807,1472.84747696938
"21","1",29.1724641819904,56.375,1515.87927139043,14.0183572691313,0.0607601139767682,-0.180935119909421,4.15589472709538,0.947652226454269,1517.75034982639,0.0064677083351651,0.494303350970018,1517.02448594717,0.0296398542218291,1517.18726215278,0.000790591930114758,1517.02299092881,7.28824812365778e-07,0.00110503472222187,51.3037249342394,15170.3533854166,1516.42673090278,1517.60031423611,1517.05823784722,1517.0070859548,1517.03533854166,1517.03407482306,1517.04311071672,5.13954843857111,7.56899952444918,-0.877446614583278,3.44764037483181e-05,51.2279643342089,0.438796651293923,0.00239887142676664,18.779523055824,0.451343389028632,1471.70286907123
"22","1",31.855264611682,61.6620498614958,1517.66306624081,30.7424597296219,0.144291102447776,0.0453587024199002,14.4399409639241,0.930906212900673,1520.03414233712,-0.0747832443968462,0.518647495932814,1519.01720649625,0.364625030767252,1519.50774449785,0.0112609191185287,1519.09677754455,1.70930039165676e-05,0.0260148914516903,56.3708604619685,15192.1108642569,1518.49300588303,1519.88024117644,1519.23827956611,1519.11073473712,1519.21108642569,1519.21191285752,1519.31858023711,5.36252449598948,18.8429999701255,1.47111806178788,0.00164346835490949,53.1014568244396,0.466434982720283,0.00281401245857541,23.5302255282989,0.3831471509749,1470.55826117307
"23","0",30.9988756596784,54.2659279778393,1530.98952256385,2.98589173048049,0.0626603926980089,0.029817231712757,3.37090132065331,0.927740308846036,1532.793933518,0.0111084660642861,0.461684914039485,1532.04956344009,0.149013150208026,1532.29502510388,0.00438626292803317,1532.11334253808,7.76493251611878e-07,0.00118853878116308,51.8365776782647,15321.4760829294,1531.60283760388,1532.67111322715,1532.15412309557,1532.13770889745,1532.14760829294,1532.14524503357,1532.17634943032,6.47377127598663,8.26554006286341,-0.164035231994363,0.000896196050345719,51.069469328411,0.478808644984702,0.00203735425981641,37.9160475274731,0.470856193221744,1469.41218770782
"24","1",33.2281665900388,56.8888888888889,1535.16980239467,31.2639652252306,0.100385048035412,0.132485910482291,13.0863039751453,0.931832941863049,1536.66273743613,-0.0224211083082903,0.523600088183422,1535.95921230633,0.272545512847662,1536.32077441088,0.00878687254542441,1535.99722863642,1.47119748240455e-05,0.0225866173888158,55.9316716145384,15361.006424291,1535.64651972645,1536.53576778811,1536.10720510697,1535.95444746183,1536.1006424291,1536.10246160849,1536.19656061461,4.07238243554359,16.7302066573985,2.77468210349995,0.0010787090216848,53.9555787773388,0.404901751706839,0.00204726245843016,41.6729886047581,0.413983641641793,1468.26757980967
"25","0",26.6676546428603,44.1135734072022,1529.33735115912,-10.5325699379116,0.0882788230411407,0.078277759580983,-7.00480958099837,0.952400391560619,1531.47336218837,0.00841646467770349,0.487488457987073,1530.84374089608,-0.388497805086323,1530.66273459141,-0.0121017910614437,1530.76398653912,-1.32969216476052e-05,-0.0204085872576179,45.8077898971376,15306.3111937327,1529.93756232687,1531.31678410665,1530.62956760734,1530.65958521148,1530.63111937327,1530.63372328072,1530.51689721274,5.72798695925232,-10.8456765957823,-7.73769650277016,-0.00171270656818193,50.2139787583324,0.48080061335073,0.00240508856086807,37.2854313774338,0.534688983660675,1467.12297191151
"26","0",25.4029785563875,40.625,1517.35411118937,-20.9941588808884,0.07701554554091,-0.0169912873517416,-7.87036776729578,0.942096099756899,1519.39419965278,0.0249748263867199,0.493622134038801,1518.88724297916,-0.553965555467871,1518.55804353401,-0.0169988613074206,1518.76286744791,-2.14570405282549e-05,-0.0327092013888893,44.4090649400905,15185.8536362847,1517.886328125,1519.24525347222,1518.60252604167,1518.59341380089,1518.58536362847,1518.5886011348,1518.42933030513,5.55785071546308,-12.5935104981455,-10.4584518229167,-0.00246297071034669,48.2239966111939,0.459346898291551,0.00254934447602006,27.1419326750408,0.537381888538431,1465.97836401336
"27","0",23.9836057040947,38.0332409972299,1502.5178581369,-26.9428780868758,0.0939031394008282,-0.032472971860754,-13.5846508744297,0.954988471498523,1505.53713036704,0.0490327216073284,0.480275249527327,1504.77985554356,-0.780008394242557,1504.29046831717,-0.0247845467838296,1504.60485993766,-3.20274517352992e-05,-0.0482972645429357,41.6808269444977,15043.4533673823,1503.34404864958,1505.32234072022,1504.35226367728,1504.28876333895,1504.34533673823,1504.34427276801,1504.10781487399,6.0417192157595,-18.0630415180927,-14.7798281682825,-0.00365611718429713,46.3748870232659,0.514722634060188,0.00347507725197201,12.7505409920202,0.560593492618401,1464.8337561152
"28","1",33.5747308838953,54.6527777777778,1494.19578787904,19.6180270648536,0.0508668886841771,0.0381411101557118,7.43250680692289,0.949553049289891,1496.90512673611,-0.0453523437477726,0.57136684303351,1495.79629831954,0.252424008932807,1496.26945659722,0.0090807689101291,1495.77997313367,2.19705452420942e-05,0.0328862847222227,54.4383495938817,14959.1291067708,1495.098984375,1496.71539496528,1495.91627734375,1495.89085900998,1495.91291067708,1495.9188528912,1496.03655799479,5.1255675251824,11.0226543379583,-0.838891493055585,0.000697364651098156,52.1598608614036,0.457457200903222,0.00309351478793031,0.498565487540606,0.455469852397404,1463.68914821705
"29","0",32.9263589292762,55.2354570637119,1509.11713795883,12.2644359152241,0.0780008765057813,0.0241344201483171,6.76748559482288,0.943752733634641,1511.17308864266,-0.0313335353173178,0.454880622609154,1510.24047401178,0.319789526734887,1510.6727648892,0.00983068097979437,1510.34041434383,1.08479494750805e-05,0.0163807132963992,54.8910016095163,15104.3291793629,1509.81097126039,1511.03153133656,1510.44085829294,1510.36824078776,1510.43291793629,1510.43078351391,1510.51454258402,5.4607718986077,14.9158044394261,0.568906682825531,0.00168072038556026,50.8326623771485,0.481426212475653,0.00232354312813353,13.7310517260997,0.455235301867598,1462.54454031889
"30","0",26.5440474012382,42.8254847645429,1501.06167421919,-16.0505777807196,0.0894262621053657,0.0218628290644045,-6.80919014382015,0.949067960760627,1503.91692520776,0.0200454565702555,0.513722903750605,1503.05774086681,-0.492723268302543,1502.85284626039,-0.0153037845486853,1502.97526117548,-2.04052219688867e-05,-0.0306637601171388,45.9565494608769,15028.062767658,1501.89229895211,1503.71261581434,1502.8159828323,1502.86540357165,1502.8062767658,1502.80878384983,1502.65929209141,6.6484268591969,-11.2499503067724,-8.20303754407341,-0.0019887227476294,47.5753146192796,0.508809139770867,0.00323893692554095,3.34154081257465,0.534542490054667,1461.39846685364
"31","1",32.816216780468,50.3462603878116,1501.11993560152,15.4525326205677,0.0663344873970409,-0.031122780641281,7.53439812184423,0.934332160706199,1504.07629784358,-0.0437266040127852,0.56144308138768,1502.77100604009,0.606110292433898,1503.46973391187,0.018844327094073,1502.84697910563,2.8899979178789e-05,0.04339975542381,55.4128847773054,15030.5907481446,1502.24864048903,1503.89547379419,1503.04545345139,1503.02541905879,1503.05907481446,1503.05926903659,1503.24998487809,5.33542258776241,11.8065663860844,4.52502347303737,0.00230826137789539,51.0697821770109,0.476677134942734,0.0030199072233691,5.1327766631377,0.476162379524329,1460.2523933884
"32","1",33.7194935380006,52.8947368421053,1521.26941875625,23.1131925608186,0.0276927772751777,-0.0109856847070097,11.67515264924,0.950021765272135,1523.27921572022,-0.0316940789513677,0.474559205030119,1522.30814876694,0.480977748006777,1522.85747922438,0.0148915641150089,1522.43517983898,1.59238614916291e-05,0.0242053324099732,56.717018393328,15225.8583881579,1522.03689490997,1523.15747403047,1522.58124264197,1522.60701754323,1522.58583881579,1522.58304431978,1522.71759027211,5.35468553856702,15.8708656159283,2.901348251385,0.00234464675676562,52.0480892153942,0.48135955840928,0.00211316029972997,24.4956027304491,0.439681220565589,1459.10631992315
