20250501 000000;5623.533000;5624.684000;5623.419000;5623.663000;0
20250501 000100;5623.422000;5624.166000;5623.304000;5624.163000;0
20250501 000200;5623.934000;5624.181000;5623.919000;5624.181000;0
20250501 000300;5624.479000;5624.934000;5623.934000;5624.786000;0
20250501 000400;5624.934000;5624.934000;5624.349000;5624.681000;0
20250501 000500;5624.795000;5624.934000;5624.292000;5624.419000;0
20250501 000600;5624.536000;5624.925000;5624.181000;5624.181000;0
20250501 000700;5624.304000;5624.304000;5623.599000;5623.684000;0
20250501 000800;5623.419000;5623.419000;5622.666000;5622.934000;0
20250501 000900;5623.099000;5623.099000;5622.169000;5622.681000;0
20250501 001000;5622.479000;5622.479000;5622.172000;5622.479000;0
20250501 001100;5622.554000;5623.425000;5622.169000;5623.042000;0
20250501 001200;5623.166000;5623.422000;5622.916000;5622.928000;0
20250501 001300;5623.051000;5623.169000;5622.666000;5623.045000;0
20250501 001400;5622.916000;5623.048000;5622.916000;5623.048000;0
20250501 001500;5622.913000;5623.039000;5622.545000;5622.804000;0
20250501 001600;5622.925000;5622.925000;5621.669000;5621.669000;0
20250501 001700;5621.349000;5621.922000;5621.333000;5621.729000;0
20250501 001800;5621.419000;5622.099000;5621.419000;5621.916000;0
20250501 001900;5622.229000;5622.554000;5622.181000;5622.539000;0
20250501 002000;5622.672000;5623.033000;5622.298000;5622.298000;0
20250501 002100;5622.422000;5622.663000;5621.416000;5621.919000;0
20250501 002200;5622.229000;5622.229000;5621.304000;5621.419000;0
20250501 002300;5621.539000;5621.539000;5620.539000;5620.666000;0
20250501 002400;5620.422000;5620.684000;5619.666000;5619.801000;0
20250501 002500;5619.729000;5620.181000;5619.413000;5619.413000;0
20250501 002600;5618.919000;5619.175000;5618.419000;5618.539000;0
20250501 002700;5618.295000;5619.304000;5618.295000;5618.795000;0
20250501 002800;5618.854000;5619.099000;5618.536000;5618.678000;0
20250501 002900;5618.798000;5619.169000;5618.663000;5618.795000;0
20250501 003000;5618.925000;5618.925000;5618.666000;5618.783000;0
20250501 003100;5618.672000;5619.672000;5618.672000;5619.166000;0
20250501 003200;5619.048000;5619.175000;5618.304000;5618.304000;0
20250501 003300;5618.416000;5619.184000;5618.298000;5619.184000;0
20250501 003400;5619.301000;5619.792000;5619.172000;5619.684000;0
20250501 003500;5619.533000;5619.729000;5618.919000;5619.169000;0
20250501 003600;5619.304000;5619.599000;5618.913000;5619.599000;0
20250501 003700;5619.672000;5619.798000;5619.431000;5619.536000;0
20250501 003800;5619.416000;5619.783000;5619.169000;5619.286000;0
20250501 003900;5619.425000;5619.792000;5619.283000;5619.675000;0
20250501 004000;5619.804000;5619.979000;5619.669000;5619.801000;0
20250501 004100;5619.916000;5620.292000;5619.916000;5620.289000;0
20250501 004200;5620.229000;5620.684000;5620.099000;5620.431000;0
20250501 004300;5620.286000;5620.434000;5619.092000;5619.295000;0
20250501 004400;5619.422000;5619.669000;5619.163000;5619.551000;0
20250501 004500;5619.413000;5619.536000;5619.166000;5619.166000;0
20250501 004600;5619.599000;5620.542000;5619.599000;5620.175000;0
20250501 004700;5619.783000;5619.913000;5619.036000;5619.036000;0
20250501 004800;5618.922000;5619.229000;5618.669000;5619.163000;0
20250501 004900;5618.792000;5619.545000;5618.792000;5619.425000;0
20250501 005000;5619.599000;5620.166000;5618.681000;5620.099000;0
20250501 005100;5619.922000;5620.184000;5619.666000;5620.054000;0
20250501 005200;5619.979000;5620.181000;5619.979000;5620.054000;0
20250501 005300;5619.922000;5620.172000;5619.922000;5620.036000;0
20250501 005400;5619.434000;5619.675000;5619.434000;5619.675000;0
20250501 005500;5619.545000;5619.931000;5619.545000;5619.795000;0
20250501 005600;5619.934000;5620.175000;5619.916000;5620.051000;0
20250501 005700;5620.172000;5620.849000;5620.166000;5620.286000;0
20250501 005800;5620.166000;5620.413000;5619.663000;5619.931000;0
20250501 005900;5619.798000;5620.292000;5619.675000;5620.289000;0
20250501 010000;5620.175000;5620.479000;5620.169000;5620.301000;0
20250501 010100;5620.539000;5620.913000;5620.298000;5620.849000;0
20250501 010200;5620.669000;5621.229000;5620.669000;5621.051000;0
20250501 010300;5621.172000;5621.283000;5620.792000;5621.051000;0
20250501 010400;5620.913000;5621.931000;5620.551000;5621.675000;0
20250501 010500;5621.786000;5622.413000;5621.666000;5621.849000;0
20250501 010600;5621.669000;5621.913000;5621.548000;5621.681000;0
20250501 010700;5621.431000;5622.422000;5621.431000;5622.422000;0
20250501 010800;5622.533000;5622.533000;5621.919000;5622.048000;0
20250501 010900;5621.913000;5622.666000;5621.913000;5622.545000;0
20250501 011000;5622.729000;5622.849000;5622.533000;5622.783000;0
20250501 011100;5622.934000;5624.181000;5622.786000;5624.048000;0
20250501 011200;5623.922000;5624.539000;5623.804000;5624.539000;0
20250501 011300;5624.175000;5624.184000;5623.922000;5624.048000;0
20250501 011400;5623.916000;5624.678000;5623.666000;5624.678000;0
20250501 011500;5624.545000;5624.925000;5624.172000;5624.669000;0
20250501 011600;5624.916000;5624.916000;5623.925000;5624.184000;0
20250501 011700;5624.283000;5624.545000;5623.286000;5623.431000;0
20250501 011800;5623.283000;5623.283000;5621.166000;5621.798000;0
20250501 011900;5621.913000;5621.913000;5620.289000;5620.675000;0
20250501 012000;5620.539000;5621.181000;5619.169000;5619.428000;0
20250501 012100;5619.554000;5619.554000;5618.163000;5618.434000;0
20250501 012200;5618.292000;5618.925000;5618.229000;5618.349000;0
20250501 012300;5618.169000;5618.434000;5617.172000;5617.416000;0
20250501 012400;5617.301000;5618.928000;5617.054000;5618.539000;0
20250501 012500;5618.672000;5621.795000;5617.416000;5621.795000;0
20250501 012600;5621.913000;5623.419000;5621.184000;5622.922000;0
20250501 012700;5622.554000;5622.931000;5622.289000;5622.599000;0
20250501 012800;5622.916000;5623.663000;5622.545000;5623.054000;0
20250501 012900;5623.178000;5623.663000;5623.099000;5623.663000;0
20250501 013000;5623.536000;5623.551000;5622.786000;5623.163000;0
20250501 013100;5623.054000;5623.798000;5622.925000;5623.295000;0
20250501 013200;5623.175000;5624.479000;5622.669000;5624.479000;0
20250501 013300;5624.178000;5624.925000;5623.913000;5624.675000;0
20250501 013400;5624.789000;5625.979000;5624.789000;5625.675000;0
20250501 013500;5625.931000;5628.931000;5625.931000;5628.678000;0
20250501 013600;5628.536000;5628.681000;5627.666000;5627.681000;0
20250501 013700;5627.792000;5627.934000;5627.169000;5627.175000;0
20250501 013800;5627.292000;5627.292000;5625.048000;5625.684000;0
20250501 013900;5625.419000;5625.934000;5625.419000;5625.729000;0
20250501 014000;5625.795000;5625.795000;5624.678000;5625.283000;0
20250501 014100;5625.413000;5625.413000;5622.979000;5623.413000;0
20250501 014200;5623.681000;5624.416000;5623.678000;5623.678000;0
20250501 014300;5623.545000;5623.545000;5621.913000;5622.033000;0
20250501 014400;5621.786000;5622.681000;5621.678000;5622.422000;0
