20250401 000000;5590.739000;5590.929000;5586.866000;5587.125000;0
20250401 000100;5587.366000;5588.381000;5587.366000;5588.381000;0
20250401 000200;5588.113000;5588.113000;5587.179000;5587.378000;0
20250401 000300;5587.634000;5587.634000;5586.869000;5587.113000;0
20250401 000400;5587.375000;5587.375000;5586.869000;5586.875000;0
20250401 000500;5587.122000;5587.122000;5585.372000;5586.863000;0
20250401 000600;5587.116000;5587.748000;5586.628000;5586.986000;0
20250401 000700;5587.116000;5587.384000;5586.878000;5587.179000;0
20250401 000800;5586.884000;5588.483000;5586.884000;5588.372000;0
20250401 000900;5588.613000;5588.613000;5587.634000;5588.369000;0
20250401 001000;5588.679000;5589.122000;5588.429000;5588.754000;0
20250401 001100;5588.881000;5589.248000;5588.375000;5588.625000;0
20250401 001200;5588.366000;5588.995000;5588.366000;5588.881000;0
20250401 001300;5588.986000;5589.372000;5588.625000;5589.372000;0
20250401 001400;5589.233000;5589.622000;5589.113000;5589.622000;0
20250401 001500;5589.549000;5589.631000;5589.363000;5589.372000;0
20250401 001600;5589.631000;5590.128000;5589.628000;5589.872000;0
20250401 001700;5590.113000;5590.122000;5589.625000;5589.884000;0
20250401 001800;5589.989000;5590.119000;5589.989000;5590.119000;0
20250401 001900;5590.251000;5590.875000;5590.251000;5590.631000;0
20250401 002000;5590.745000;5590.881000;5590.619000;5590.625000;0
20250401 002100;5590.872000;5591.179000;5590.363000;5590.875000;0
20250401 002200;5590.998000;5591.134000;5589.613000;5590.131000;0
20250401 002300;5590.381000;5591.122000;5590.122000;5591.122000;0
20250401 002400;5591.233000;5591.384000;5590.372000;5590.625000;0
20250401 002500;5590.866000;5591.122000;5590.866000;5590.875000;0
20250401 002600;5590.733000;5590.884000;5590.366000;5590.884000;0
20250401 002700;5590.739000;5590.739000;5589.369000;5589.384000;0
20250401 002800;5589.134000;5589.134000;5588.429000;5588.429000;0
20250401 002900;5588.483000;5588.634000;5587.613000;5588.179000;0
20250401 003000;5588.375000;5588.679000;5588.366000;5588.366000;0
20250401 003100;5588.495000;5588.498000;5588.128000;5588.128000;0
20250401 003200;5588.366000;5588.929000;5588.366000;5588.745000;0
20250401 003300;5588.881000;5589.375000;5588.881000;5589.375000;0
20250401 003400;5589.631000;5589.881000;5589.628000;5589.631000;0
20250401 003500;5589.875000;5590.375000;5589.872000;5589.872000;0
20250401 003600;5589.622000;5589.631000;5589.122000;5589.369000;0
20250401 003700;5589.628000;5589.929000;5589.616000;5589.929000;0
20250401 003800;5589.619000;5589.872000;5589.619000;5589.872000;0
20250401 003900;5590.004000;5590.134000;5589.369000;5589.622000;0
20250401 004000;5589.549000;5589.748000;5589.549000;5589.613000;0
20250401 004100;5589.369000;5589.369000;5587.881000;5588.125000;0
20250401 004200;5588.378000;5588.381000;5587.616000;5588.128000;0
20250401 004300;5588.004000;5588.378000;5587.866000;5587.869000;0
20250401 004400;5587.625000;5588.128000;5587.369000;5587.989000;0
20250401 004500;5587.866000;5587.866000;5587.366000;5587.679000;0
20250401 004600;5587.869000;5588.134000;5587.616000;5587.872000;0
20250401 004700;5587.995000;5588.369000;5587.875000;5588.239000;0
20250401 004800;5588.372000;5588.501000;5588.116000;5588.366000;0
20250401 004900;5588.501000;5588.863000;5588.363000;5588.863000;0
20250401 005000;5589.134000;5589.369000;5588.866000;5589.369000;0
20250401 005100;5589.501000;5589.625000;5589.122000;5589.616000;0
20250401 005200;5589.881000;5590.866000;5589.881000;5590.866000;0
20250401 005300;5590.619000;5590.679000;5589.863000;5590.363000;0
20250401 005400;5590.619000;5590.875000;5590.498000;5590.875000;0
20250401 005500;5591.122000;5591.679000;5591.122000;5591.369000;0
20250401 005600;5591.622000;5591.622000;5591.116000;5591.378000;0
20250401 005700;5591.131000;5591.622000;5591.122000;5591.622000;0
20250401 005800;5591.384000;5591.384000;5590.622000;5591.116000;0
20250401 005900;5591.372000;5591.375000;5591.116000;5591.179000;0
20250401 010000;5591.369000;5591.884000;5590.116000;5591.378000;0
20250401 010100;5591.504000;5592.884000;5591.381000;5592.884000;0
20250401 010200;5593.001000;5594.113000;5592.866000;5593.366000;0
20250401 010300;5593.498000;5594.179000;5593.429000;5594.179000;0
20250401 010400;5593.866000;5595.634000;5593.866000;5595.179000;0
20250401 010500;5594.872000;5595.125000;5594.619000;5594.872000;0
20250401 010600;5595.366000;5596.622000;5595.366000;5596.381000;0
20250401 010700;5596.631000;5597.884000;5596.179000;5596.179000;0
20250401 010800;5595.875000;5596.179000;5595.113000;5595.251000;0
20250401 010900;5595.122000;5595.429000;5594.863000;5595.299000;0
20250401 011000;5595.113000;5596.634000;5595.113000;5596.384000;0
20250401 011100;5596.549000;5596.929000;5596.113000;5596.113000;0
20250401 011200;5596.429000;5597.372000;5596.131000;5597.248000;0
20250401 011300;5597.384000;5597.384000;5596.616000;5597.179000;0
20250401 011400;5596.929000;5597.634000;5596.872000;5597.634000;0
20250401 011500;5597.381000;5598.254000;5597.381000;5598.128000;0
20250401 011600;5598.384000;5598.634000;5597.929000;5598.613000;0
20250401 011700;5598.495000;5599.131000;5598.363000;5598.869000;0
20250401 011800;5598.634000;5598.875000;5597.113000;5598.179000;0
20250401 011900;5598.378000;5598.878000;5597.863000;5597.863000;0
20250401 012000;5598.004000;5598.619000;5597.884000;5598.375000;0
20250401 012100;5598.504000;5599.128000;5598.429000;5598.625000;0
20250401 012200;5598.878000;5598.929000;5598.378000;5598.736000;0
20250401 012300;5598.881000;5599.113000;5598.619000;5598.863000;0
20250401 012400;5598.613000;5599.119000;5598.613000;5598.679000;0
20250401 012500;5598.378000;5598.875000;5598.366000;5598.378000;0
20250401 012600;5598.236000;5599.381000;5598.131000;5598.613000;0
