20250202 180000;5949.989000;5949.989000;5914.504000;5925.242000;0
20250202 180100;5925.004000;5935.992000;5918.486000;5933.992000;0
20250202 180200;5934.549000;5934.549000;5923.625000;5925.113000;0
20250202 180300;5924.631000;5932.125000;5924.363000;5929.429000;0
20250202 180400;5928.989000;5932.113000;5926.119000;5930.878000;0
20250202 180500;5930.742000;5935.679000;5927.366000;5934.378000;0
20250202 180600;5933.483000;5934.869000;5929.929000;5933.619000;0
20250202 180700;5933.299000;5942.929000;5930.254000;5942.929000;0
20250202 180800;5942.486000;5945.378000;5939.613000;5942.631000;0
20250202 180900;5942.549000;5948.486000;5940.613000;5941.492000;0
20250202 181000;5940.754000;5944.878000;5934.983000;5935.429000;0
20250202 181100;5935.242000;5940.733000;5933.619000;5938.299000;0
20250202 181200;5938.634000;5941.504000;5935.613000;5941.299000;0
20250202 181300;5941.375000;5941.742000;5934.869000;5935.616000;0
20250202 181400;5935.366000;5937.733000;5930.863000;5931.986000;0
20250202 181500;5931.866000;5933.679000;5925.745000;5928.125000;0
20250202 181600;5927.872000;5930.125000;5925.384000;5925.631000;0
20250202 181700;5925.378000;5927.869000;5916.116000;5919.004000;0
20250202 181800;5919.128000;5922.122000;5917.372000;5918.549000;0
20250202 181900;5918.381000;5922.179000;5917.869000;5920.613000;0
20250202 182000;5920.878000;5922.134000;5920.366000;5921.549000;0
20250202 182100;5921.381000;5922.134000;5919.733000;5921.049000;0
20250202 182200;5921.119000;5922.128000;5919.363000;5921.992000;0
20250202 182300;5922.116000;5928.989000;5922.116000;5925.429000;0
20250202 182400;5924.736000;5927.992000;5923.625000;5923.625000;0
20250202 182500;5923.372000;5924.248000;5921.375000;5924.119000;0
20250202 182600;5923.884000;5927.125000;5923.489000;5926.863000;0
20250202 182700;5927.004000;5927.128000;5924.375000;5924.989000;0
20250202 182800;5925.128000;5931.122000;5924.799000;5930.679000;0
20250202 182900;5930.378000;5932.233000;5927.049000;5928.001000;0
20250202 183000;5928.375000;5931.866000;5928.116000;5931.613000;0
20250202 183100;5931.381000;5933.631000;5931.378000;5933.372000;0
20250202 183200;5933.122000;5933.866000;5931.122000;5931.863000;0
20250202 183300;5932.049000;5933.429000;5930.372000;5933.116000;0
20250202 183400;5932.881000;5933.128000;5929.929000;5932.878000;0
20250202 183500;5932.748000;5932.929000;5929.492000;5931.751000;0
20250202 183600;5931.878000;5933.628000;5931.492000;5933.372000;0
20250202 183700;5933.248000;5935.866000;5932.989000;5934.619000;0
20250202 183800;5934.983000;5935.384000;5932.622000;5934.248000;0
20250202 183900;5934.372000;5934.929000;5931.616000;5932.742000;0
20250202 184000;5933.119000;5934.929000;5933.119000;5934.239000;0
20250202 184100;5934.372000;5934.929000;5933.119000;5933.884000;0
20250202 184200;5933.739000;5934.001000;5931.634000;5933.366000;0
20250202 184300;5933.616000;5933.628000;5931.384000;5933.369000;0
20250202 184400;5933.125000;5935.679000;5933.113000;5935.483000;0
20250202 184500;5935.619000;5944.128000;5935.369000;5942.378000;0
20250202 184600;5942.119000;5942.119000;5938.754000;5941.134000;0
20250202 184700;5941.001000;5941.128000;5938.884000;5940.739000;0
20250202 184800;5940.992000;5940.992000;5936.881000;5937.489000;0
20250202 184900;5937.628000;5939.179000;5936.628000;5938.872000;0
20250202 185000;5938.983000;5939.179000;5936.884000;5938.369000;0
20250202 185100;5938.619000;5938.799000;5936.866000;5937.122000;0
20250202 185200;5936.679000;5938.613000;5936.363000;5938.128000;0
20250202 185300;5938.233000;5940.869000;5938.233000;5940.483000;0
20250202 185400;5940.375000;5940.929000;5940.119000;5940.254000;0
20250202 185500;5940.179000;5943.113000;5940.179000;5942.492000;0
20250202 185600;5942.631000;5944.634000;5942.245000;5943.498000;0
20250202 185700;5943.754000;5943.754000;5941.381000;5942.378000;0
20250202 185800;5942.679000;5943.363000;5941.239000;5943.179000;0
20250202 185900;5943.299000;5943.634000;5940.119000;5940.119000;0
